Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony
134,Chennai,Mathur,840,4700,0.39,Flat,2 BHK,3,Yes
135,Chennai,Mahindra World City,1650,2360,0.39,Independent House,3 BHK,3,Yes
136,Chennai,Anna Nagar West,1340,11420,1.53,Flat,3 BHK,3,Yes
137,Chennai,Panaiyur,3500,7430,2.6,Villa,4 BHK,5,Yes
138,Chennai,Saidapet,1881,12970,2.44,Flat,3 BHK,3,Yes
139,Chennai,Padur,2232,5600,1.25,Flat,4 BHK,4,Yes
140,Chennai,Padur,2117,6610,1.4,Villa,4 BHK,4,Yes
141,Chennai,Chembarambakkam,1426,6630,0.95,Flat,3 BHK,3,No
142,Chennai,Padur,1121,5350,0.6,Flat,2 BHK,3,Yes
143,Chennai,Padur,1261,5310,0.67,Flat,2 BHK,3,No
144,Chennai,Sholinganallur,1689,7820,1.32,Flat,3 BHK,3,Yes
145,Chennai,Padappai,886,5080,0.45,Flat,2 BHK,3,No
146,Chennai,Pallikaranai,620,7260,0.45,Flat,1 BK,2,No
147,Chennai,Poonamallee,1093,5490,0.6,Flat,2 BHK,3,Yes
148,Chennai,Vandalur,1047,6680,0.7,Flat,2 BHK,3,No
149,Chennai,Perumbakkam,1559,5450,0.85,Flat,3 BHK,3,Yes
150,Chennai,Thiruneermalai,853,5860,0.5,Flat,2 BHK,3,No
151,Chennai,Perungalathur,1317,3950,0.52,Flat,3 BHK,3,No
152,Chennai,Old Pallavaram,618,8410,0.52,Flat,1 BHK,2,No
153,Chennai,Ekkatuthangal,1200,24170,2.9,Villa,3 BHK,3,No
154,Chennai,Padur,2150,7670,1.65,Villa,3 BHK,4,Yes
155,Chennai,Chettipunyam,604,4800,0.29,Flat,2 BHK,2,Yes
156,Chennai,Chettipunyam,836,4540,0.38,Flat,2 BHK,3,No
157,Chennai,Gerugambakkam,1009,7130,0.72,Flat,1 BHK,3,Yes
158,Chennai,Manapakkam,425,11060,0.47,Flat,1 BK,2,Yes
159,Chennai,Kundrathur,711,6330,0.45,Flat,2 BHK,2,No
160,Chennai,Oragadam Ambattur,1545,8090,1.25,Villa,3 BHK,3,Yes
161,Chennai,Puzhal,1551,5700,0.88,Flat,3 BHK,3,No
162,Chennai,Oragadam Ambattur,1352,5920,0.8,Villa,3 BHK,3,No
163,Chennai,Kundrathur,711,6330,0.45,Flat,2 BHK,2,Yes
164,Chennai,Korattur,961,7490,0.72,Flat,2 BHK,3,No
165,Chennai,Moolakazhani,482,4980,0.24,Flat,1 BHK,2,Yes
166,Chennai,Karapakkam,1037,6940,0.72,Flat,2 BHK,3,No
167,Chennai,Padur,2200,6820,1.5,Flat,4 BHK,4,Yes
168,Chennai,Porur,1080,5090,0.55,Flat,2 BHK,3,Yes
169,Chennai,Mangadu,970,6490,0.63,Flat,2 BHK,3,No
170,Chennai,Mogappair,620,6770,0.42,Flat,1 BHK,2,No
171,Chennai,Siruseri,570,3420,0.19,Flat,1 BHK,2,Yes
172,Chennai,Anakaputhur,940,5850,0.55,Flat,2 BHK,3,Yes
173,Chennai,Oragadam Sriperambattur,1497,6610,0.99,Villa,3 BHK,3,No
174,Chennai,Senganmal,986,4260,0.42,Flat,2 BHK,3,No
175,Chennai,Padur,353,5810,0.21,Flat,1 BK,1,No
176,Chennai,Senganmal,613,4400,0.27,Flat,1 BK,2,Yes
177,Chennai,Chettipunyam,595,4030,0.24,Flat,1 BHK,2,Yes
178,Chennai,Kumananchavadi,710,5350,0.38,Flat,2 BHK,2,No
179,Chennai,KK Nagar,980,11940,1.17,Flat,2 BHK,3,No
180,Chennai,Nedunkundram,650,9230,0.6,Villa,2 BHK,2,No
181,Chennai,Perungudi,1080,7010,0.76,Flat,2 BHK,3,Yes
182,Chennai,Villivakkam,1400,5360,0.75,Flat,3 BHK,3,No
183,Chennai,Chromepet,700,5430,0.38,Flat,1 BHK,2,No
184,Chennai,Ambattur,840,6550,0.55,Flat,2 BHK,3,No
185,Chennai,T Nagar,1987,19120,3.8,Flat,3 BHK,3,Yes
186,Chennai,T Nagar,1484,16850,2.5,Flat,3 BHK,3,Yes
187,Chennai,Selaiyur,801,4160,0.33,Flat,2 BHK,3,No
188,Chennai,Anna Nagar,1461,15400,2.25,Flat,3 BHK,3,No
189,Chennai,Perumbakkam,1290,6590,0.85,Villa,3 BHK,3,No
190,Chennai,Guduvancheri,875,4000,0.35,Flat,2 BHK,3,No
191,Chennai,Sholinganallur,608,8220,0.5,Flat,1 BHK,2,No
192,Chennai,Avadi,650,4620,0.3,Flat,2 BHK,2,Yes
193,Chennai,Karapakkam,561,8910,0.5,Flat,2 BHK,2,Yes
194,Chennai,Pudupakkam,1250,5200,0.65,Villa,2 BHK,3,Yes
195,Chennai,Vandalur,1500,2670,0.4,Flat,2 BHK,3,No
196,Chennai,Thandalam,760,6320,0.48,Flat,2 BHK,2,Yes
197,Chennai,Ambattur,1070,6070,0.65,Flat,2 BHK,3,Yes
198,Chennai,Kelambakkam,462,5360,0.25,Flat,1 BHK,2,No
199,Chennai,Perumbakkam,935,4280,0.4,Flat,2 BHK,3,No
200,Chennai,Madipakkam,865,6790,0.59,Flat,2 BHK,3,No
201,Chennai,Madambakkam,830,4820,0.4,Flat,2 BHK,3,No
202,Chennai,Kilpauk,1340,10820,1.45,Flat,3 BHK,3,No
203,Chennai,Anna Nagar,1600,10940,1.75,Flat,3 BHK,3,Yes
204,Chennai,Kelambakkam,1237,3560,0.44,Flat,3 BHK,3,No
205,Chennai,Pudupakkam,979,5820,0.57,Villa,2 BHK,3,No
206,Chennai,Iyyappanthangal,556,5750,0.32,Flat,1 BHK,2,No
207,Chennai,Perumbakkam,840,5360,0.45,Flat,2 BHK,3,Yes
208,Chennai,Pudupakkam,1064,3850,0.41,Flat,3 BHK,3,No
209,Chennai,Kolathur,932,6970,0.65,Flat,2 BHK,3,No
210,Chennai,Perumbakkam,980,4590,0.45,Flat,2 BHK,3,No
211,Chennai,Avadi,902,4540,0.41,Flat,2 BHK,3,No
212,Chennai,Ayappakkam,949,4420,0.42,Flat,2 BHK,3,No
213,Chennai,Maduravoyal,1245,6200,0.77,Flat,3 BHK,3,No
214,Chennai,West Mambalam,1269,12610,1.6,Flat,3 BHK,3,Yes
215,Chennai,Kolathur,2220,2930,0.65,Flat,2 BHK,4,Yes
216,Chennai,Kundrathur,480,3850,0.18,Flat,1 BHK,2,No
217,Chennai,Poonamallee,900,5890,0.53,Flat,2 BHK,3,No
218,Chennai,Iyyappanthangal,1350,6370,0.86,Flat,3 BHK,3,No
219,Chennai,Anakaputhur,1238,5650,0.7,Flat,3 BHK,3,No
220,Chennai,Perumbakkam,1107,5150,0.57,Flat,2 BHK,3,No
221,Chennai,Kil Ayanambakkam,908,6060,0.55,Flat,2 BHK,3,Yes
222,Chennai,Mogappair,1250,6000,0.75,Villa,3 BHK,3,No
223,Chennai,Pammal,980,5510,0.54,Flat,2 BHK,3,Yes
224,Chennai,KK Nagar,826,7750,0.64,Flat,2 BHK,3,Yes
225,Chennai,Ambattur,840,7740,0.65,Flat,2 BHK,3,No
226,Chennai,Chromepet,900,5080,0.46,Flat,2 BHK,3,No
227,Chennai,Kelambakkam,690,5070,0.35,Flat,2 BHK,2,No
228,Chennai,Perumbakkam,915,5900,0.54,Flat,2 BHK,3,No
229,Chennai,Perumbakkam,800,5630,0.45,Flat,2 BHK,2,Yes
230,Chennai,Vadapalani,2400,4170,1,Flat,2 BHK,4,Yes
231,Chennai,Ambattur Industrial Estate,608,7400,0.45,Flat,1 BHK,2,Yes
232,Chennai,Tharapakkam,900,5330,0.48,Flat,2 BHK,3,No
233,Chennai,Maduravoyal,840,6550,0.55,Flat,2 BHK,3,No
234,Chennai,Maduravoyal,1040,6350,0.66,Flat,2 BHK,3,Yes
235,Chennai,Medavakkam,800,3500,0.28,Flat,1 BHK,4,No
236,Chennai,Tharapakkam,1050,6480,0.68,Villa,2 BHK,3,No
237,Chennai,Kodambakkam,900,10670,0.96,Flat,2 BHK,3,Yes
238,Chennai,Kattupakkam,941,8500,0.8,Flat,2 BHK,3,No
239,Chennai,Perungalathur,822,4870,0.4,Flat,2 BHK,3,Yes
240,Chennai,Varadharajapuram,1200,4170,0.5,Flat,3 BHK,3,Yes
241,Chennai,St Thomas Mount,874,6520,0.57,Flat,2 BHK,3,No
242,Chennai,Rajakilpakkam,1000,8400,0.84,Flat,2 BHK,3,No
243,Chennai,Sithalapakkam,1129,4960,0.56,Flat,3 BHK,3,Yes
244,Chennai,Koyambedu,920,7070,0.65,Flat,2 BHK,3,Yes
245,Chennai,Madambakkam,773,5170,0.4,Flat,2 BHK,2,Yes
246,Chennai,Avadi,915,4920,0.45,Flat,2 BHK,3,Yes
247,Chennai,Maduravoyal,840,6670,0.56,Flat,2 BHK,3,No
248,Chennai,Pozhichalur,2400,1380,0.33,Flat,2 BHK,4,Yes
249,Chennai,Velachery,1152,9000,1.04,Flat,2 BHK,3,No
250,Chennai,Ashok Nagar,960,10940,1.05,Flat,2 BHK,3,Yes
251,Chennai,Maduravoyal,855,6430,0.55,Flat,2 BHK,3,No
252,Chennai,Maduravoyal,890,6180,0.55,Flat,2 BHK,3,Yes
253,Chennai,Virugambakkam,1365,8420,1.15,Flat,2 BHK,3,No
254,Chennai,Vandalur R.F.,1010,3300,0.33,Flat,2 BHK,3,Yes
255,Chennai,Vandalur,1734,6340,1.1,Villa,3 BHK,3,Yes
256,Chennai,Vengambakkam,1645,5230,0.86,Villa,3 BHK,3,Yes
257,Chennai,Vengambakkam,1850,5030,0.93,Villa,3 BHK,3,Yes
258,Chennai,Mudichur,830,3980,0.33,Flat,2 BHK,3,No
259,Chennai,Avadi,1403,4850,0.68,Flat,3 BHK,3,Yes
260,Chennai,Uthandi,965,5080,0.49,Flat,2 BHK,3,No
261,Chennai,Kotturpuram,1840,13040,2.4,Flat,3 BHK,3,Yes
262,Chennai,Kodambakkam,916,9280,0.85,Flat,2 BHK,3,No
263,Chennai,Guduvancheri,814,3560,0.29,Flat,2 BHK,3,No
264,Chennai,Iyyappanthangal,1350,7330,0.99,Flat,3 BHK,3,No
265,Chennai,Thandalam,911,5610,0.51,Flat,3 BHK,3,No
266,Chennai,Tambaram East,905,10940,0.99,Flat,2 BHK,3,Yes
267,Chennai,Karanai Puthuchery,850,4120,0.35,Flat,2 BHK,3,No
268,Chennai,Maraimalai Nagar,1200,3830,0.46,Villa,2 BHK,3,Yes
269,Chennai,Kolathur,1150,6430,0.74,Flat,2 BHK,3,Yes
270,Chennai,Medavakkam,1000,7500,0.75,Flat,2 BHK,3,No
271,Chennai,Siruseri,830,5420,0.45,Flat,2 BHK,3,No
272,Chennai,Anna Nagar,857,10380,0.89,Flat,2 BHK,3,Yes
273,Chennai,Choolai,1150,8700,1,Flat,2 BHK,3,No
274,Chennai,Senganmal,1060,3960,0.42,Flat,2 BHK,3,Yes
275,Chennai,Perambur,944,12710,1.2,Flat,2 BHK,3,No
276,Chennai,Karapakkam,1240,5640,0.7,Flat,2 BHK,3,No
277,Chennai,Kolapakkam,941,9030,0.85,Flat,2 BHK,3,No
278,Chennai,Semmancheri,1150,4700,0.54,Flat,2 BHK,3,Yes
279,Chennai,Chengalpattu,625,4960,0.31,Flat,2 BHK,2,Yes
280,Chennai,West Tambaram,1200,6250,0.75,Villa,2 BHK,3,No
281,Chennai,Kanathur Reddikuppam,710,6620,0.47,Flat,2 BHK,2,Yes
282,Chennai,Maduravoyal,801,9740,0.78,Flat,2 BHK,3,No
283,Chennai,Pammal,850,7650,0.65,Flat,2 BHK,3,Yes
284,Chennai,Thiruverkkadu,2800,6070,1.7,Villa,6 BHK,4,Yes
285,Chennai,Chengalpattu,625,5000,0.31,Flat,2 BHK,2,No
286,Chennai,Muttukadu,1540,8440,1.3,Flat,3 BHK,3,No
287,Chennai,Manapakkam,1365,5130,0.7,Flat,3 BHK,3,Yes
288,Chennai,Anakaputhur,1250,5120,0.64,Flat,2 BHK,3,Yes
289,Chennai,Pammal,840,6190,0.52,Flat,2 BHK,3,No
290,Chennai,Perumanttunallur,486,4320,0.21,Flat,1 BHK,2,Yes
291,Chennai,Egattur,1439,5280,0.76,Flat,2 BHK,3,No
292,Chennai,Perungudi,1080,6480,0.7,Flat,2 BHK,3,No
293,Chennai,Perungudi,1105,6510,0.72,Flat,2 BHK,3,Yes
294,Chennai,Bharathi Nagar,1309,5500,0.72,Flat,3 BHK,3,Yes
295,Chennai,Ayappakkam,777,5150,0.4,Flat,2 BHK,2,Yes
296,Chennai,Thiruneermalai,1640,4570,0.75,Flat,2 BHK,3,Yes
297,Chennai,Adhanur,917,6000,0.55,Flat,2 BHK,3,Yes
298,Chennai,West Mambalam,3700,12160,4.5,Flat,8 BHK,3,Yes
299,Chennai,Perumanttunallur,486,4220,0.21,Flat,1 BHK,2,No
300,Chennai,Ponmar,659,4250,0.28,Flat,2 BHK,2,No
301,Chennai,Vandalur R.F.,1010,3300,0.33,Flat,2 BHK,3,Yes
302,Chennai,Oragadam Ambattur,1859,4300,0.8,Flat,3 BHK,3,Yes
303,Chennai,Chembarambakkam,1042,3260,0.34,Flat,2 BHK,3,No
304,Chennai,Sithalapakkam,502,5580,0.28,Flat,1 BHK,2,No
305,Chennai,Thandalam,1050,3900,0.41,Flat,3 BHK,3,Yes
306,Chennai,Vandalur R.F.,827,4110,0.34,Flat,2 BHK,3,No
307,Chennai,Chromepet,750,9330,0.7,Independent House,2 BHK,2,Yes
308,Chennai,Anna Nagar West,1100,8640,0.95,Flat,3 BHK,3,Yes
309,Chennai,Kelambakkam,873,4810,0.42,Flat,2 BHK,3,No
310,Chennai,Medavakkam,1035,5510,0.57,Flat,3 BHK,3,No
311,Chennai,Thiruverkkadu,1066,5160,0.55,Flat,2 BHK,3,Yes
312,Chennai,Jalladian Pet,1207,5380,0.65,Flat,3 BHK,3,No
313,Chennai,Veppampattu,999,3900,0.39,Villa,2 BHK,3,Yes
314,Chennai,Mangadu,1200,6080,0.73,Independent House,2 BHK,3,Yes
315,Chennai,Veppampattu,680,3970,0.27,Independent House,1 BHK,2,No
316,Chennai,KK Nagar,831,11430,0.95,Flat,2 BHK,3,No
317,Chennai,Madipakkam,1000,9900,0.99,Flat,3 BHK,3,Yes
318,Chennai,Madambakkam,693,4960,0.34,Flat,3 BHK,2,Yes
319,Chennai,Madambakkam,832,5050,0.42,Flat,2 BHK,3,No
320,Chennai,Sithalapakkam,1405,5340,0.75,Flat,3 BHK,3,No
321,Chennai,Ambattur,865,5890,0.51,Flat,2 BHK,3,No
322,Chennai,Perungalathur,936,7480,0.7,Flat,2 BHK,3,No
323,Chennai,Madhavaram,1100,4270,0.47,Villa,2 BHK,3,Yes
324,Chennai,Pallikaranai,1346,6690,0.9,Flat,3 BHK,3,Yes
325,Chennai,Saidapet,700,8570,0.6,Flat,2 BHK,2,No
326,Chennai,Perungalathur,834,5390,0.45,Flat,2 BHK,3,No
327,Chennai,Iyyapa Nagar,619,4600,0.28,Flat,2 BHK,2,No
328,Chennai,Maraimalai Nagar,800,4500,0.36,Villa,2 BHK,5,No
329,Chennai,Nungambakkam,1150,11740,1.35,Flat,2 BHK,3,No
330,Chennai,Pozhichalur,898,4340,0.39,Flat,2 BHK,3,No
331,Chennai,Avadi,700,5430,0.38,Flat,2 BHK,2,Yes
332,Chennai,Choolaimedu,1260,8730,1.1,Flat,3 BHK,3,Yes
333,Chennai,Avadi,735,4080,0.3,Flat,2 BHK,2,No
334,Chennai,T Nagar,990,11620,1.15,Flat,2 BHK,3,Yes
335,Chennai,Anna Nagar West,890,12020,1.07,Flat,2 BHK,3,Yes
336,Chennai,Anna Nagar West,890,12020,1.07,Flat,2 BHK,3,No
337,Chennai,Pazhavanthangal,595,12320,0.73,Flat,2 BHK,2,Yes
338,Chennai,Kodambakkam,1170,10260,1.2,Flat,2 BHK,3,No
339,Chennai,Sembakkam,913,5800,0.53,Flat,2 BHK,3,No
340,Chennai,CIT Nagar,1300,14920,1.94,Flat,2 BHK,3,No
341,Chennai,Kilpauk,970,5980,0.58,Flat,2 BHK,3,Yes
342,Chennai,Madipakkam,755,7880,0.59,Flat,2 BHK,2,No
343,Chennai,Selaiyur,840,5360,0.45,Flat,2 BHK,3,No
344,Chennai,Kolathur,656,6100,0.4,Flat,2 BHK,2,Yes
345,Chennai,Korattur,656,5790,0.38,Flat,2 BHK,2,Yes
346,Chennai,Veppampattu,950,4110,0.39,Villa,2 BHK,3,No
347,Chennai,Nanganallur,650,10420,0.68,Flat,2 BHK,2,Yes
348,Chennai,Villivakkam,778,7580,0.59,Flat,2 BHK,2,Yes
349,Chennai,Nungambakkam,2700,17410,4.7,Flat,3 BHK,4,Yes
350,Chennai,Choolaimedu,7094,9870,7,Independent House,3 BHK,1,Yes
351,Chennai,Madipakkam,920,5220,0.48,Flat,2 BHK,3,Yes
352,Chennai,Ambattur,1075,5770,0.62,Villa,2 BHK,3,Yes
353,Chennai,Kilpauk,2500,10000,2.5,Independent House,6 BHK,4,Yes
354,Chennai,Mahindra World City,1000,2900,0.29,Villa,2 BHK,3,No
355,Chennai,Alwarpet,1350,11850,1.6,Flat,3 BHK,3,Yes
356,Chennai,Veppampattu,900,3780,0.34,Independent House,2 BHK,3,Yes
357,Chennai,Urapakkam,660,4090,0.27,Flat,2 BHK,2,No
358,Chennai,Guduvancheri,1577,3800,0.6,Independent House,2 BHK,3,No
359,Chennai,Pallikaranai,800,7250,0.58,Flat,2 BHK,2,Yes
360,Chennai,Thirunindravur,850,4940,0.42,Independent House,2 BHK,3,Yes
361,Chennai,Rajakilpakkam,510,5880,0.3,Flat,1 BHK,2,Yes
362,Chennai,Choolaimedu,828,7250,0.6,Flat,2 BHK,3,Yes
363,Chennai,George Town,1100,8180,0.9,Flat,3 BHK,3,Yes
364,Chennai,Veppampattu,872,4010,0.35,Villa,2 BHK,3,No
365,Chennai,Ponniammanmedu,1000,12500,1.25,Independent House,3 BHK,3,Yes
366,Chennai,Veppampattu,888,4330,0.38,Villa,2 BHK,3,No
367,Chennai,Rajakilpakkam,880,5110,0.45,Flat,2 BHK,3,Yes
368,Chennai,Kattankulathur,700,4710,0.33,Independent House,2 BHK,2,Yes
369,Chennai,Perumbakkam,1100,5450,0.6,Flat,1 BHK,3,No
370,Chennai,Kotturpuram,858,9910,0.85,Flat,2 BHK,3,No
371,Chennai,Gerugambakkam,1100,6180,0.68,Independent House,2 BHK,3,Yes
372,Chennai,Veppampattu,1500,4300,0.64,Villa,3 BHK,3,Yes
373,Chennai,Veppampattu,900,3670,0.33,Independent House,2 BHK,3,No
374,Chennai,Choolaimedu,1500,4000,0.6,Flat,2 BHK,3,No
375,Chennai,Tharapakkam,790,5060,0.4,Independent House,2 BHK,2,Yes
376,Chennai,Kil Ayanambakkam,1047,5250,0.55,Flat,2 BHK,3,No
377,Chennai,Perambur,750,6670,0.5,Flat,2 BHK,2,No
378,Chennai,Purasawalkam,2500,8000,2,Flat,3 BHK,4,Yes
379,Chennai,Veppampattu,999,4000,0.4,Villa,2 BHK,3,No
380,Chennai,Pozhichalur,991,4040,0.4,Flat,2 BHK,3,No
381,Chennai,Pallikaranai,1136,5280,0.6,Flat,3 BHK,3,Yes
382,Chennai,Perambur,747,6960,0.52,Flat,2 BHK,2,No
383,Chennai,Veppampattu,1096,3560,0.39,Independent House,2 BHK,3,Yes
384,Chennai,T Nagar,1100,10000,1.1,Flat,3 BHK,3,No
385,Chennai,Ambattur,839,6200,0.52,Flat,2 BHK,3,No
386,Chennai,Perumbakkam,905,5080,0.46,Flat,2 BHK,3,No
387,Chennai,Adambakkam,810,8020,0.65,Flat,2 BHK,3,Yes
388,Chennai,Sembakkam,1100,4090,0.45,Flat,2 BHK,3,No
389,Chennai,Iyyapa Nagar,1100,4820,0.53,Independent House,2 BHK,3,No
390,Chennai,Perambur,3600,6250,2.25,Independent House,7 BHK,1,Yes
391,Chennai,Nanmangalam,869,4320,0.38,Flat,2 BHK,3,Yes
392,Chennai,Sembakkam,771,5840,0.45,Flat,2 BHK,2,No
393,Chennai,Medavakkam,1110,5400,0.6,Flat,3 BHK,3,No
394,Chennai,CIT Nagar,768,22000,1.69,Flat,3 BHK,2,Yes
395,Chennai,Guduvancheri,1250,4800,0.6,Villa,3 BHK,3,No
396,Chennai,Padur,1720,5120,0.88,Flat,3 BHK,3,Yes
397,Chennai,Saligramam,500,6000,0.3,Flat,1 BHK,2,Yes
398,Chennai,Anakaputhur,650,12150,0.79,Independent House,2 BHK,2,No
399,Chennai,Sembakkam,1025,4780,0.49,Flat,2 BHK,3,No
400,Chennai,Kandigai,1050,4000,0.42,Independent House,2 BHK,3,Yes
401,Chennai,Madambakkam,900,4110,0.37,Independent House,2 BHK,3,Yes
402,Chennai,Vandalur,1300,3690,0.48,Flat,3 BHK,3,Yes
403,Chennai,Vandalur R.F.,1300,5980,0.78,Villa,3 BHK,3,No
404,Chennai,Chengalpattu,500,4200,0.21,Flat,1 BHK,2,Yes
405,Chennai,Thiruverkkadu,1000,7900,0.79,Flat,2 BHK,3,Yes
406,Chennai,Madipakkam,920,5160,0.47,Flat,2 BHK,3,No
407,Chennai,Vandalur R.F.,1300,5620,0.73,Villa,3 BHK,3,No
408,Chennai,Perambur,693,6490,0.45,Flat,2 BHK,2,No
409,Chennai,Villivakkam,900,7160,0.64,Flat,2 BHK,3,No
410,Chennai,Thiruthavali,882,3510,0.31,Villa,2 BHK,3,Yes
411,Chennai,Sembakkam,900,6440,0.58,Flat,3 BHK,3,No
412,Chennai,Perambur,968,7020,0.68,Flat,2 BHK,3,No
413,Chennai,Poonamallee,850,5760,0.49,Villa,2 BHK,3,Yes
414,Chennai,Tambaram,871,5280,0.46,Flat,2 BHK,3,No
415,Chennai,Perumbakkam,1093,5030,0.55,Flat,2 BHK,3,No
416,Chennai,Urapakkam,953,3990,0.38,Flat,2 BHK,3,No
417,Chennai,Kundrathur,1600,4630,0.74,Independent House,3 BHK,3,No
418,Chennai,Chromepet,556,5040,0.28,Flat,1 BHK,2,Yes
419,Chennai,Madambakkam,978,5930,0.58,Flat,2 BHK,3,No
420,Chennai,Pammal,498,5020,0.25,Flat,1 BHK,2,No
421,Chennai,Kanathur Reddikuppam,965,5080,0.49,Flat,2 BHK,3,No
422,Chennai,Karanai Puthuchery,1200,5000,0.6,Villa,3 BHK,3,No
423,Chennai,Pallikaranai,741,4770,0.35,Flat,2 BHK,2,No
424,Chennai,Raja Annamalai Puram,1962,19880,3.9,Flat,3 BHK,3,Yes
425,Chennai,Pallavaram,779,6880,0.54,Flat,2 BHK,2,No
426,Chennai,Teynampet,880,12500,1.1,Flat,2 BHK,3,No
427,Chennai,Medavakkam,1008,4760,0.48,Flat,2 BHK,3,No
428,Chennai,Vadapalani,2400,20790,4.99,Independent House,4 BHK,4,Yes
429,Chennai,Medavakkam,975,5850,0.57,Flat,2 BHK,3,No
430,Chennai,Tambaram East,969,6710,0.65,Flat,2 BHK,3,No
431,Chennai,Ambattur,1440,5550,0.8,Villa,3 BHK,3,Yes
432,Chennai,Thiruvanmiyur,1575,15340,2.42,Flat,3 BHK,3,Yes
433,Chennai,Madambakkam,770,6230,0.48,Independent House,2 BHK,2,No
434,Chennai,Semmancheri,1200,4670,0.56,Flat,2 BHK,3,No
435,Chennai,Iyyappanthangal,934,5250,0.49,Flat,2 BHK,3,No
436,Chennai,Anna Nagar West,915,10930,1,Flat,3 BHK,3,Yes
437,Chennai,Padur,1345,3870,0.52,Flat,2 BHK,3,Yes
438,Chennai,Thandalam,606,4130,0.25,Flat,1 BHK,2,No
439,Chennai,Perambur,1200,6670,0.8,Flat,2 BHK,3,No
440,Chennai,Madambakkam,750,4870,0.37,Villa,2 BHK,2,No
441,Chennai,Iyyappanthangal,1062,4990,0.53,Flat,3 BHK,3,No
442,Chennai,Gerugambakkam,1202,5990,0.72,Flat,3 BHK,3,Yes
443,Chennai,Pallikaranai,1200,8330,1,Villa,3 BHK,3,Yes
444,Chennai,Saligramam,1385,10830,1.5,Flat,3 BHK,3,Yes
445,Chennai,Kundrathur,911,4170,0.38,Flat,2 BHK,3,No
446,Chennai,Avadi,650,9230,0.6,Independent House,2 BHK,2,No
447,Chennai,Melakottaiyur,850,3880,0.33,Flat,2 BHK,3,Yes
448,Chennai,Valasaravakkam,1050,6290,0.66,Flat,2 BHK,3,No
449,Chennai,Anna Nagar,1284,12850,1.65,Flat,2 BHK,3,No
450,Chennai,Kelambakkam,873,4120,0.36,Flat,2 BHK,3,Yes
451,Chennai,Anna Nagar,1284,12850,1.65,Flat,3 BHK,3,Yes
452,Chennai,Perumbakkam,1439,5560,0.8,Flat,3 BHK,3,No
453,Chennai,Adhanur,1161,6890,0.8,Flat,3 BHK,3,Yes
454,Chennai,Varadharajapuram,1010,5940,0.6,Flat,2 BHK,3,Yes
455,Chennai,Kodambakkam,1120,10710,1.2,Flat,2 BHK,3,No
456,Chennai,Iyyappanthangal,1007,4960,0.5,Flat,2 BHK,3,No
457,Chennai,Perungudi,1216,7810,0.95,Flat,3 BHK,3,No
458,Chennai,Saligramam,1045,9430,0.99,Flat,3 BHK,3,Yes
459,Chennai,Anakaputhur,850,3760,0.32,Flat,2 BHK,3,Yes
460,Chennai,Kattankulathur,1214,2470,0.3,Flat,2 BHK,3,No
461,Chennai,Mannivakkam,910,3520,0.32,Flat,2 BHK,3,No
462,Chennai,Perumalpattu,600,4500,0.27,Independent House,1 BHK,2,No
463,Chennai,Sembakkam,879,5690,0.5,Flat,2 BHK,3,No
464,Chennai,Oragadam Sriperambattur,1090,3940,0.43,Flat,2 BHK,3,No
465,Chennai,Adyar,2340,19870,4.65,Flat,3 BHK,4,Yes
466,Chennai,Anakaputhur,825,3270,0.27,Flat,2 BHK,3,Yes
467,Chennai,Mangadu,1020,4410,0.45,Flat,3 BHK,3,No
468,Chennai,Irumbuliyur,726,4960,0.36,Flat,2 BHK,2,Yes
469,Chennai,KK Nagar,1438,12890,1.85,Flat,3 BHK,3,Yes
470,Chennai,Maduravoyal,880,5340,0.47,Flat,2 BHK,3,Yes
471,Chennai,Padur,1250,3920,0.49,Flat,3 BHK,3,No
472,Chennai,Ayappakkam,1050,7140,0.75,Flat,3 BHK,3,No
473,Chennai,Urapakkam,1449,5040,0.73,Flat,3 BHK,3,No
474,Chennai,Thiruverkkadu,1439,5000,0.72,Flat,3 BHK,3,Yes
475,Chennai,Thiruverkkadu,1439,5000,0.72,Flat,3 BHK,3,No
476,Chennai,Mylapore,1750,16510,2.89,Flat,3 BHK,3,Yes
477,Chennai,Kattupakkam,1402,5350,0.75,Flat,3 BHK,3,Yes
478,Chennai,Ambattur Industrial Estate,1309,8400,1.1,Flat,3 BHK,3,Yes
479,Chennai,Iyyappanthangal,764,4710,0.36,Flat,2 BHK,2,Yes
480,Chennai,Pallavaram,763,19660,1.5,Independent House,2 BHK,2,No
481,Chennai,Kotturpuram,1900,11580,2.2,Flat,3 BHK,3,Yes
482,Chennai,Madipakkam,1149,10880,1.25,Flat,3 BHK,3,No
483,Chennai,Perungalathur,950,4740,0.45,Villa,2 BHK,3,Yes
484,Chennai,Korattur,847,8850,0.75,Flat,2 BHK,3,Yes
485,Chennai,Medavakkam,1046,5350,0.56,Flat,3 BHK,3,No
486,Chennai,Mannivakkam,680,4410,0.3,Flat,2 BHK,2,Yes
487,Chennai,Maduravoyal,838,6800,0.57,Flat,2 BHK,3,No
488,Chennai,Selaiyur,845,7100,0.6,Flat,2 BHK,3,No
489,Chennai,Kovur,1100,6820,0.75,Villa,2 BHK,3,No
490,Chennai,Madambakkam,1216,5760,0.7,Flat,2 BHK,3,Yes
491,Chennai,Vengaivasal,806,3970,0.32,Flat,1 BHK,3,Yes
