Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony,City_Level_Annual_CAGR,Locality_Level_Annual_CAGR,CAGR_source,1yr_Forecast_PriceSQFT,2yr_Forecast_PriceSQFT,3yr_Forecast_PriceSQFT
9994,Pune,Pimple Saudagar,1100,8000,0.88,Flat,2 BHK,3,No,0.0571,N/A,city,8456.8,8939.68,9450.14
9995,Pune,Kondhwa,815,4050,0.33,Flat,1 BHK,3,Yes,0.0571,N/A,city,4281.26,4525.71,4784.13
9996,Pune,Maan,500,7320,0.37,Flat,1 BHK,2,No,0.0571,N/A,city,7737.97,8179.81,8646.88
9997,Pune,Dhawade,625,6720,0.42,Flat,1 BHK,2,No,0.0571,N/A,city,7103.71,7509.33,7938.12
9998,Pune,Hadapsar,900,7000,0.63,Flat,2 BHK,3,No,0.0571,0.1065,locality,7745.5,8570.4,9483.14
9999,Pune,Moshi,700,9290,0.65,Flat,2 BHK,2,No,0.0571,0.0352,locality,9617.01,9955.53,10305.96
10000,Pune,Sadashiv Peth,1300,11540,1.5,Flat,3 BHK,3,Yes,0.0571,N/A,city,12198.93,12895.49,13631.83
10001,Pune,Bopodi,485,8250,0.4,Flat,1 BHK,2,Yes,0.0571,N/A,city,8721.07,9219.05,9745.46
10002,Pune,Mahalunge Ingale,910,3850,0.35,Flat,2 BHK,3,Yes,0.0571,N/A,city,4069.83,4302.22,4547.88
10003,Pune,Ambegaon Budruk,440,9090,0.4,Flat,1 BHK,2,No,0.0571,N/A,city,9609.04,10157.72,10737.72
10004,Pune,Wanowrie,400,8750,0.35,Flat,1 BHK,2,No,0.0571,N/A,city,9249.62,9777.78,10336.09
10005,Pune,Mahatma Phule Peth,1680,8630,1.45,Flat,3 BHK,3,Yes,0.0571,N/A,city,9122.77,9643.68,10194.34
10006,Pune,Ravet,1016,6220,0.63,Flat,2 BHK,3,Yes,0.0571,N/A,city,6575.16,6950.6,7347.48
10007,Pune,Mohammed Wadi,654,5810,0.38,Flat,1 BHK,2,Yes,0.0571,N/A,city,6141.75,6492.44,6863.16
10008,Pune,Nigdi,1158,7770,0.9,Flat,2 BHK,3,Yes,0.0571,N/A,city,8213.67,8682.67,9178.45
10009,Pune,Kharadi,1050,9050,0.95,Flat,2 BHK,3,Yes,0.0571,N/A,city,9566.75,10113.02,10690.47
10010,Pune,Wakad,1290,6200,0.8,Flat,3 BHK,3,No,0.0571,N/A,city,6554.02,6928.25,7323.86
10011,Pune,Narhe,600,4000,0.24,Flat,1 BHK,2,No,0.0571,N/A,city,4228.4,4469.84,4725.07
10012,Pune,Bibwewadi,1024,7320,0.75,Flat,2 BHK,3,No,0.0571,N/A,city,7737.97,8179.81,8646.88
10013,Pune,Kondhwa Budruk,803,6850,0.55,Flat,2 BHK,3,No,0.0571,N/A,city,7241.13,7654.6,8091.68
10014,Pune,Perne,685,3190,0.22,Flat,2 BHK,2,No,0.0571,N/A,city,3372.15,3564.7,3768.24
10015,Pune,Wakad,1430,9790,1.4,Flat,3 BHK,3,Yes,0.0571,N/A,city,10349.01,10939.94,11564.61
10016,Pune,Chakan,800,3750,0.3,Flat,2 BHK,3,No,0.0571,0.0246,locality,3842.25,3936.77,4033.61
10017,Pune,Hadapsar,800,4500,0.36,Flat,2 BHK,5,No,0.0571,0.1065,locality,4979.25,5509.54,6096.31
10018,Pune,Dhayari,627,6540,0.41,Flat,1 BHK,2,No,0.0571,0.0321,locality,6749.93,6966.61,7190.23
10019,Pune,Wakad,1336,6440,0.86,Flat,3 BHK,3,Yes,0.0571,N/A,city,6807.72,7196.45,7607.36
10020,Pune,Ravet,1016,6220,0.63,Flat,2 BHK,3,No,0.0571,N/A,city,6575.16,6950.6,7347.48
10021,Pune,Sus,1188,7580,0.9,Flat,3 BHK,3,Yes,0.0571,N/A,city,8012.82,8470.35,8954.01
10022,Pune,Ambegaon Budruk,980,5610,0.55,Flat,2 BHK,3,Yes,0.0571,N/A,city,5930.33,6268.95,6626.91
10023,Pune,Wagholi,1000,4600,0.46,Flat,2 BHK,3,No,0.0571,0.0247,locality,4713.62,4830.05,4949.35
10024,Pune,Wakad,556,7190,0.4,Flat,1 BHK,2,No,0.0571,N/A,city,7600.55,8034.54,8493.31
10025,Pune,Hinjewadi Phase 3,991,7060,0.7,Flat,2 BHK,3,Yes,0.0571,N/A,city,7463.13,7889.27,8339.75
10026,Pune,Kharadi,2941,7990,2.35,Flat,4 BHK,4,Yes,0.0571,N/A,city,8446.23,8928.51,9438.33
10027,Pune,Mahalunge,865,8090,0.7,Villa,2 BHK,3,Yes,0.0571,N/A,city,8551.94,9040.25,9556.45
10028,Pune,Kondhwa,1200,7500,0.9,Flat,2 BHK,3,Yes,0.0571,N/A,city,7928.25,8380.95,8859.51
10029,Pune,Bavdhan,3025,9260,2.8,Flat,3 BHK,4,Yes,0.0571,N/A,city,9788.75,10347.68,10938.54
10030,Pune,Pimple Gurav,1254,8370,1.05,Flat,3 BHK,3,No,0.0571,N/A,city,8847.93,9353.14,9887.21
10031,Pune,Kalewadi,1000,6200,0.62,Flat,2 BHK,3,Yes,0.0571,N/A,city,6554.02,6928.25,7323.86
10032,Pune,Hadapsar,926,6260,0.58,Flat,2 BHK,3,No,0.0571,0.1065,locality,6926.69,7664.38,8480.64
10033,Pune,Ambegaon Budruk,1125,6910,0.78,Flat,2 BHK,3,Yes,0.0571,N/A,city,7304.56,7721.65,8162.56
10034,Pune,Wagholi,613,4890,0.3,Flat,1 BHK,2,Yes,0.0571,0.0247,locality,5010.78,5134.55,5261.37
10035,Pune,Bavdhan,850,7650,0.65,Flat,2 BHK,3,Yes,0.0571,N/A,city,8086.82,8548.57,9036.7
10036,Pune,Chinchwad,600,8330,0.5,Flat,1 BHK,2,Yes,0.0571,N/A,city,8805.64,9308.45,9839.96
10037,Pune,Talwade,970,4950,0.48,Flat,2 BHK,3,No,0.0571,N/A,city,5232.64,5531.43,5847.27
10038,Pune,Wagholi,1000,6000,0.6,Flat,2 BHK,3,Yes,0.0571,0.0247,locality,6148.2,6300.06,6455.67
10039,Pune,Ambegaon Budruk,635,7240,0.46,Flat,2 BHK,2,No,0.0571,N/A,city,7653.4,8090.41,8552.38
10040,Pune,Perne,416,3850,0.16,Flat,1 BHK,2,Yes,0.0571,N/A,city,4069.83,4302.22,4547.88
10041,Pune,Ravet,657,5780,0.38,Flat,1 BK,2,No,0.0571,N/A,city,6110.04,6458.92,6827.73
10042,Pune,Hadapsar,1581,5190,0.82,Flat,3 BHK,3,Yes,0.0571,0.1065,locality,5742.74,6354.34,7031.07
10043,Pune,Nerhe,576,4690,0.27,Flat,1 BHK,2,No,0.0571,N/A,city,4957.8,5240.89,5540.14
10044,Pune,Pimple Saudagar,865,8790,0.76,Flat,2 BHK,3,Yes,0.0571,N/A,city,9291.91,9822.48,10383.34
10045,Pune,Handewadi,575,6090,0.35,Flat,1 BHK,2,No,0.0571,N/A,city,6437.74,6805.33,7193.92
10046,Pune,Handewadi,1250,6000,0.75,Flat,2 BHK,3,Yes,0.0571,N/A,city,6342.6,6704.76,7087.6
10047,Pune,Narhe,850,4710,0.4,Flat,2 BHK,3,Yes,0.0571,N/A,city,4978.94,5263.24,5563.77
10048,Pune,Handewadi,650,5380,0.35,Flat,1 BHK,2,No,0.0571,N/A,city,5687.2,6011.94,6355.22
10049,Pune,Undri,560,5890,0.33,Flat,1 BHK,2,No,0.0571,N/A,city,6226.32,6581.84,6957.66
10050,Pune,Lohegaon,569,5620,0.32,Flat,1 BHK,2,Yes,0.0571,N/A,city,5940.9,6280.13,6638.72
10051,Pune,Kondhwa,450,7110,0.32,Flat,1 BHK,2,No,0.0571,N/A,city,7515.98,7945.14,8398.81
10052,Pune,Ghorpadi,2860,20980,6,Flat,3 BHK,4,Yes,0.0571,N/A,city,22177.96,23444.32,24782.99
10053,Pune,Wagholi,640,7810,0.5,Flat,2 BHK,2,Yes,0.0571,0.0247,locality,8002.91,8200.58,8403.13
10054,Pune,Alandi,1200,5920,0.71,Flat,3 BHK,3,Yes,0.0571,N/A,city,6258.03,6615.37,6993.1
10055,Pune,Hadapsar,2350,8510,2,Flat,3.5 BHK,4,Yes,0.0571,0.1065,locality,9416.32,10419.15,11528.79
10056,Pune,Pisoli,900,5330,0.48,Flat,2 BHK,3,Yes,0.0571,N/A,city,5634.34,5956.06,6296.16
10057,Pune,Ambegaon Budruk,800,10000,0.8,Flat,2 BHK,3,No,0.0571,N/A,city,10571,11174.6,11812.67
10058,Pune,Dhanori,915,4920,0.45,Flat,2 BHK,3,Yes,0.0571,N/A,city,5200.93,5497.91,5811.84
10059,Pune,Warje Malwadi,578,6050,0.35,Flat,1 BHK,2,Yes,0.0571,N/A,city,6395.46,6760.64,7146.67
10060,Pune,Camp,850,14120,1.2,Flat,2 BHK,3,Yes,0.0571,N/A,city,14926.25,15778.54,16679.5
10061,Pune,Narhe,510,4900,0.25,Flat,1 BHK,2,No,0.0571,N/A,city,5179.79,5475.56,5788.21
10062,Pune,Sadashiv Peth,780,20260,1.58,Flat,2 BHK,2,Yes,0.0571,N/A,city,21416.85,22639.75,23932.48
10063,Pune,Mohammed Wadi,1093,6400,0.7,Flat,2 BHK,3,Yes,0.0571,N/A,city,6765.44,7151.75,7560.11
10064,Pune,Ambegaon Pathar,950,5050,0.48,Flat,2 BHK,3,Yes,0.0571,N/A,city,5338.36,5643.18,5965.4
10065,Pune,Rahatani,851,9990,0.85,Flat,2 BHK,3,No,0.0571,N/A,city,10560.43,11163.43,11800.86
10066,Pune,Kondhwa,1027,5550,0.57,Flat,2 BHK,3,Yes,0.0571,N/A,city,5866.9,6201.91,6556.03
10067,Pune,Talegaon Dabhade,620,3550,0.22,Flat,1 BHK,2,Yes,0.0571,0.0331,locality,3667.5,3788.9,3914.31
10068,Pune,Bavdhan,650,8000,0.52,Flat,1 BHK,2,No,0.0571,N/A,city,8456.8,8939.68,9450.14
10069,Pune,Talegaon Dabhade,1100,3000,0.33,Flat,2 BHK,3,Yes,0.0571,0.0331,locality,3099.3,3201.89,3307.87
10070,Pune,Sus,575,6170,0.35,Flat,1 BHK,2,Yes,0.0571,N/A,city,6522.31,6894.73,7288.42
10071,Pune,Chakan,615,3580,0.22,Flat,1 BHK,2,No,0.0571,0.0246,locality,3668.07,3758.3,3850.76
10072,Pune,Kamshet,1020,8820,0.9,Flat,2 BHK,3,No,0.0571,N/A,city,9323.62,9856,10418.78
10073,Pune,Kamshet,1100,8640,0.95,Flat,2 BHK,3,No,0.0571,N/A,city,9133.34,9654.86,10206.15
10074,Pune,Hadapsar,1000,4500,0.45,Flat,2 BHK,3,No,0.0571,0.1065,locality,4979.25,5509.54,6096.31
10075,Pune,Chakan,914,3500,0.32,Flat,2 BHK,3,No,0.0571,0.0246,locality,3586.1,3674.32,3764.71
10076,Pune,Moshi,1450,5170,0.75,Flat,3 BHK,3,Yes,0.0571,0.0352,locality,5351.98,5540.37,5735.39
10077,Pune,Wanowrie,872,7800,0.68,Flat,2 BHK,3,No,0.0571,N/A,city,8245.38,8716.19,9213.89
10078,Pune,Vishrantwadi,1067,8250,0.88,Flat,2 BHK,3,Yes,0.0571,N/A,city,8721.07,9219.05,9745.46
10079,Pune,Shirgaon,583,4120,0.24,Flat,1 BHK,2,No,0.0571,N/A,city,4355.25,4603.94,4866.82
10080,Pune,Shivane,955,5030,0.48,Flat,2 BHK,3,No,0.0571,N/A,city,5317.21,5620.83,5941.78
10081,Pune,Koregaon Park,1450,11380,1.65,Flat,2 BHK,3,Yes,0.0571,N/A,city,12029.8,12716.7,13442.82
10082,Pune,Hadapsar,860,6980,0.6,Flat,2 BHK,3,Yes,0.0571,0.1065,locality,7723.37,8545.91,9456.05
10083,Pune,Balewadi,1022,6850,0.7,Flat,2 BHK,3,Yes,0.0571,N/A,city,7241.13,7654.6,8091.68
10084,Pune,Kolhewadi,648,4320,0.28,Flat,1 BHK,2,Yes,0.0571,N/A,city,4566.67,4827.43,5103.08
10085,Pune,Hadapsar,700,9290,0.65,Flat,2 BHK,2,No,0.0571,0.1065,locality,10279.38,11374.14,12585.49
10086,Pune,Wagholi,625,4080,0.26,Flat,1 BHK,2,No,0.0571,0.0247,locality,4180.78,4284.04,4389.86
10087,Pune,Kondhwa,1277,6000,0.77,Flat,3 BHK,3,Yes,0.0571,N/A,city,6342.6,6704.76,7087.6
10088,Pune,Kondhwa,1520,6320,0.96,Flat,3 BHK,3,Yes,0.0571,N/A,city,6680.87,7062.35,7465.61
10089,Pune,Vadgaon Budruk,397,4030,0.16,Flat,1 BK,1,No,0.0571,N/A,city,4260.11,4503.37,4760.51
10090,Pune,Ghorpadi,1400,14290,2,Flat,3 BHK,3,No,0.0571,N/A,city,15105.96,15968.51,16880.31
10091,Pune,Wagholi,671,5660,0.38,Flat,1.5 BHK,2,Yes,0.0571,0.0247,locality,5799.8,5943.06,6089.85
10092,Pune,Patil Nagar,750,4800,0.36,Flat,2 BHK,2,Yes,0.0571,N/A,city,5074.08,5363.81,5670.08
10093,Pune,Dighi,620,5810,0.36,Flat,1 BHK,2,Yes,0.0571,N/A,city,6141.75,6492.44,6863.16
10094,Pune,Undri,3000,4000,1.2,Villa,3 BHK,5,Yes,0.0571,N/A,city,4228.4,4469.84,4725.07
10095,Pune,Fursungi,700,4570,0.32,Flat,1 BHK,2,No,0.0571,0.0098,locality,4614.79,4660.01,4705.68
10096,Pune,Moshi,699,6720,0.47,Flat,2 BHK,2,Yes,0.0571,0.0352,locality,6956.54,7201.41,7454.9
10097,Pune,Hadapsar,770,5190,0.4,Flat,1 BHK,2,No,0.0571,0.1065,locality,5742.74,6354.34,7031.07
10098,Pune,Ganga Dham,660,9390,0.62,Flat,1 BHK,2,Yes,0.0571,N/A,city,9926.17,10492.95,11092.1
10099,Pune,Kondhwa,2165,7760,1.68,Flat,4 BHK,4,Yes,0.0571,N/A,city,8203.1,8671.49,9166.64
10100,Pune,Spine Road,1350,5550,0.75,Flat,3 BHK,3,No,0.0571,N/A,city,5866.9,6201.91,6556.03
10101,Pune,Yerawada,850,10820,0.92,Flat,2 BHK,3,Yes,0.0571,N/A,city,11437.82,12090.92,12781.31
10102,Pune,Pimpri,933,7980,0.74,Flat,2 BHK,3,No,0.0571,0.0465,locality,8351.07,8739.39,9145.78
10103,Pune,Kalewadi,407,4910,0.2,Flat,1 BK,2,No,0.0571,N/A,city,5190.36,5486.73,5800.02
10104,Pune,Handewadi,825,4420,0.36,Flat,2 BHK,3,No,0.0571,N/A,city,4672.38,4939.18,5221.2
10105,Pune,Hinjewadi,1130,7430,0.84,Flat,2 BHK,3,Yes,0.0571,N/A,city,7854.25,8302.73,8776.82
10106,Pune,Yewalewadi,650,4310,0.28,Flat,1 BHK,2,No,0.0571,N/A,city,4556.1,4816.25,5091.26
10107,Pune,Pashan,1030,8740,0.9,Flat,2 BHK,3,No,0.0571,N/A,city,9239.05,9766.6,10324.28
10108,Pune,Kirkatwadi,684,5120,0.35,Flat,1 BHK,2,No,0.0571,N/A,city,5412.35,5721.4,6048.09
10109,Pune,Dapodi,646,8050,0.52,Flat,1 BHK,2,Yes,0.0571,N/A,city,8509.65,8995.56,9509.2
10110,Pune,Rahatani,1100,7090,0.78,Flat,2 BHK,3,Yes,0.0571,N/A,city,7494.84,7922.79,8375.19
10111,Pune,Fursungi,840,5710,0.48,Flat,2 BHK,3,No,0.0571,0.0098,locality,5765.96,5822.46,5879.52
10112,Pune,Moshi,900,5220,0.47,Flat,2 BHK,3,No,0.0571,0.0352,locality,5403.74,5593.96,5790.86
10113,Pune,Kasarwadi,619,8880,0.55,Flat,1 BHK,2,Yes,0.0571,N/A,city,9387.05,9923.05,10489.65
10114,Pune,Chinchwad,1070,7480,0.8,Flat,3 BHK,3,No,0.0571,N/A,city,7907.11,8358.6,8835.88
10115,Pune,Moshi,850,5290,0.45,Flat,2 BHK,3,Yes,0.0571,0.0352,locality,5476.21,5668.97,5868.52
10116,Pune,Katad Khana,1000,7400,0.74,Flat,2 BHK,3,No,0.0571,N/A,city,7822.54,8269.21,8741.38
10117,Pune,Sadashiv Peth,1387,11820,1.64,Flat,3 BHK,3,Yes,0.0571,N/A,city,12494.92,13208.38,13962.58
10118,Pune,Chikhali,1149,5830,0.67,Flat,3 BHK,3,No,0.0571,N/A,city,6162.89,6514.79,6886.79
10119,Pune,Hadapsar,722,4790,0.35,Flat,1 BHK,2,Yes,0.0571,0.1065,locality,5300.14,5864.6,6489.18
10120,Pune,Moshi,620,4520,0.28,Flat,1 BHK,2,No,0.0571,0.0352,locality,4679.1,4843.81,5014.31
10121,Pune,Kharadi,1090,7340,0.8,Flat,2 BHK,3,Yes,0.0571,N/A,city,7759.11,8202.16,8670.5
10122,Pune,Pirangut,587,4340,0.25,Flat,1 BHK,2,No,0.0571,N/A,city,4587.81,4849.78,5126.7
10123,Pune,Vishrantwadi,440,7950,0.35,Flat,1 BHK,2,Yes,0.0571,N/A,city,8403.94,8883.81,9391.08
10124,Pune,Hinjewadi Phase 3,1230,4880,0.6,Flat,1 BHK,3,Yes,0.0571,N/A,city,5158.65,5453.21,5764.58
10125,Pune,Ravet,618,6800,0.42,Flat,1 BHK,2,No,0.0571,N/A,city,7188.28,7598.73,8032.62
10126,Pune,Kolhewadi,474,6750,0.32,Flat,1 BHK,2,No,0.0571,N/A,city,7135.42,7542.86,7973.55
10127,Pune,Camp,550,12730,0.7,Flat,1 BHK,2,No,0.0571,N/A,city,13456.88,14225.27,15037.53
10128,Pune,Bopodi,1000,8500,0.85,Flat,2 BHK,3,No,0.0571,N/A,city,8985.35,9498.41,10040.77
10129,Pune,Lulla Nagar,1025,8100,0.83,Flat,3 BHK,3,No,0.0571,N/A,city,8562.51,9051.43,9568.27
10130,Pune,Talegaon Dabhade,775,3870,0.3,Flat,2 BHK,2,Yes,0.0571,0.0331,locality,3998.1,4130.43,4267.15
10131,Pune,Moshi,925,5410,0.5,Flat,2 BHK,3,Yes,0.0571,0.0352,locality,5600.43,5797.57,6001.64
10132,Pune,Katad Khana,200,21000,0.42,Flat,1 BHK,1,No,0.0571,N/A,city,22199.1,23466.67,24806.62
10133,Pune,Hadapsar,585,11620,0.68,Flat,1 BHK,2,Yes,0.0571,0.1065,locality,12857.53,14226.86,15742.02
10134,Pune,Pisoli,615,5040,0.31,Flat,1 BHK,2,No,0.0571,N/A,city,5327.78,5632,5953.59
10135,Pune,Patil Nagar,1760,4540,0.8,Flat,2 BHK,3,Yes,0.0571,N/A,city,4799.23,5073.27,5362.95
10136,Pune,Talegaon Dabhade,525,4400,0.23,Flat,1 BHK,2,Yes,0.0571,0.0331,locality,4545.64,4696.1,4851.54
10137,Pune,Marunji,1250,5520,0.69,Flat,3 BHK,3,No,0.0571,N/A,city,5835.19,6168.38,6520.6
10138,Pune,Camp,1062,8000,0.85,Flat,2 BHK,3,No,0.0571,N/A,city,8456.8,8939.68,9450.14
10139,Pune,Fursungi,666,5550,0.37,Flat,1 BHK,2,No,0.0571,0.0098,locality,5604.39,5659.31,5714.77
10140,Pune,Balewadi,517,8700,0.45,Flat,1 BHK,2,Yes,0.0571,N/A,city,9196.77,9721.91,10277.03
10141,Pune,Chakan,615,3250,0.2,Flat,1 BHK,2,Yes,0.0571,0.0246,locality,3329.95,3411.87,3495.8
10142,Pune,Pashan,578,11240,0.65,Flat,1 BHK,2,No,0.0571,N/A,city,11881.8,12560.26,13277.45
10143,Pune,Akurdi,1171,7680,0.9,Flat,3 BHK,3,No,0.0571,N/A,city,8118.53,8582.1,9072.13
10144,Pune,Thergaon,3600,3610,1.3,Villa,10 BHK,2,Yes,0.0571,N/A,city,3816.13,4034.03,4264.38
10145,Pune,Alandi,630,4920,0.31,Flat,1 BHK,2,No,0.0571,N/A,city,5200.93,5497.91,5811.84
10146,Pune,Ravet,2200,6820,1.5,Villa,3 BHK,4,Yes,0.0571,N/A,city,7209.42,7621.08,8056.24
10147,Pune,Kalas,995,7340,0.73,Flat,2 BHK,3,No,0.0571,N/A,city,7759.11,8202.16,8670.5
10148,Pune,Kalas,995,7340,0.73,Flat,2 BHK,3,Yes,0.0571,N/A,city,7759.11,8202.16,8670.5
10149,Pune,Pashan,3000,21670,6.5,Villa,4 BHK,2,Yes,0.0571,N/A,city,22907.36,24215.37,25598.06
10150,Pune,Somatane,769,4550,0.35,Flat,2 BHK,2,Yes,0.0571,N/A,city,4809.8,5084.44,5374.77
10151,Pune,New Sangvi,409,11000,0.45,Flat,1 BHK,2,Yes,0.0571,N/A,city,11628.1,12292.06,12993.94
10152,Pune,Manjari Budruk,1600,4690,0.75,Villa,2 BHK,3,Yes,0.0571,N/A,city,4957.8,5240.89,5540.14
10153,Pune,Chandan Nagar,850,7650,0.65,Flat,2 BHK,3,No,0.0571,N/A,city,8086.82,8548.57,9036.7
10154,Pune,Ganesh Peth,2000,9000,1.8,Flat,3 BHK,1,Yes,0.0571,N/A,city,9513.9,10057.14,10631.41
10155,Pune,Old Sangvi,605,8000,0.48,Flat,1 BHK,2,No,0.0571,N/A,city,8456.8,8939.68,9450.14
10156,Pune,Mahatma Phule Peth,1060,10380,1.1,Flat,2 BHK,3,No,0.0571,N/A,city,10972.7,11599.24,12261.56
10157,Pune,Dudulgaon,610,4590,0.28,Flat,1 BHK,2,Yes,0.0571,N/A,city,4852.09,5129.14,5422.02
10158,Pune,Nanded,575,4170,0.24,Flat,1 BHK,2,No,0.0571,N/A,city,4408.11,4659.81,4925.89
10159,Pune,Narhe,930,6450,0.6,Flat,2 BHK,3,No,0.0571,N/A,city,6818.29,7207.62,7619.17
10160,Pune,Hinjewadi Phase 3,705,8940,0.63,Flat,2 BHK,2,No,0.0571,N/A,city,9450.47,9990.1,10560.53
10161,Pune,Kirkatwadi,781,5120,0.4,Flat,2 BHK,2,No,0.0571,N/A,city,5412.35,5721.4,6048.09
10162,Pune,Akurdi,1050,5710,0.6,Flat,2 BHK,3,No,0.0571,N/A,city,6036.04,6380.7,6745.04
10163,Pune,Rahatani,2000,11500,2.3,Independent House,5 BHK,3,Yes,0.0571,N/A,city,12156.65,12850.79,13584.58
10164,Pune,Pimple Nilakh,592,6420,0.38,Flat,1 BHK,2,Yes,0.0571,N/A,city,6786.58,7174.1,7583.74
10165,Pune,Ganj Peth,750,8670,0.65,Flat,1 BHK,2,No,0.0571,N/A,city,9165.06,9688.38,10241.59
10166,Pune,Baner,1121,9370,1.05,Flat,2 BHK,3,No,0.0571,N/A,city,9905.03,10470.6,11068.48
10167,Pune,Manjari Khurd,300,10000,0.3,Flat,1 BK,1,No,0.0571,N/A,city,10571,11174.6,11812.67
10168,Pune,Aundh,610,7380,0.45,Flat,1 BHK,2,Yes,0.0571,N/A,city,7801.4,8246.86,8717.75
10169,Pune,Kharadi,4500,6910,3.11,Flat,7 BHK,5,Yes,0.0571,N/A,city,7304.56,7721.65,8162.56
10170,Pune,Wakad,1000,7500,0.75,Flat,2 BHK,3,Yes,0.0571,N/A,city,7928.25,8380.95,8859.51
10171,Pune,Sanjay Park,900,7220,0.65,Flat,2 BHK,3,Yes,0.0571,N/A,city,7632.26,8068.06,8528.75
10172,Pune,Manjari Budruk,950,6840,0.65,Villa,2 BHK,3,Yes,0.0571,N/A,city,7230.56,7643.43,8079.87
10173,Pune,Bavdhan,920,10760,0.99,Villa,2 BHK,3,Yes,0.0571,N/A,city,11374.4,12023.87,12710.44
10174,Pune,Dhankawadi,910,4950,0.45,Flat,2.5 BHK,3,Yes,0.0571,N/A,city,5232.64,5531.43,5847.27
10175,Pune,Kolhewadi,950,4610,0.44,Flat,2 BHK,3,No,0.0571,N/A,city,4873.23,5151.49,5445.64
10176,Pune,Aundh,610,7380,0.45,Flat,1 BHK,2,No,0.0571,N/A,city,7801.4,8246.86,8717.75
10177,Pune,Hadapsar,920,4020,0.37,Flat,2 BHK,3,Yes,0.0571,0.1065,locality,4448.13,4921.86,5446.03
10178,Pune,Wagholi,860,3940,0.34,Flat,2 BHK,3,Yes,0.0571,0.0247,locality,4037.32,4137.04,4239.22
10179,Pune,Fursungi,1000,3400,0.34,Flat,2 BHK,3,No,0.0571,0.0098,locality,3433.32,3466.97,3500.94
10180,Pune,Pimple Nilakh,610,7380,0.45,Flat,1 BHK,2,Yes,0.0571,N/A,city,7801.4,8246.86,8717.75
10181,Pune,Mohammed Wadi,1500,8000,1.2,Flat,3 BHK,3,No,0.0571,N/A,city,8456.8,8939.68,9450.14
10182,Pune,Fursungi,700,4140,0.29,Flat,1 BHK,2,No,0.0571,0.0098,locality,4180.57,4221.54,4262.91
10183,Pune,Uruli Devachi,798,4760,0.38,Flat,2 BHK,2,No,0.0571,N/A,city,5031.8,5319.11,5622.83
10184,Pune,Dhanori,700,5290,0.37,Flat,1 BHK,2,No,0.0571,N/A,city,5592.06,5911.37,6248.9
10185,Pune,Kondhwa,1050,4950,0.52,Flat,2 BHK,3,Yes,0.0571,N/A,city,5232.64,5531.43,5847.27
10186,Pune,Katraj,550,5450,0.3,Flat,1 BHK,2,Yes,0.0571,N/A,city,5761.2,6090.16,6437.91
10187,Pune,Pimpri,1170,6840,0.8,Flat,2 BHK,3,No,0.0571,0.0465,locality,7158.06,7490.91,7839.24
10188,Pune,Charholi Kurd,569,3550,0.2,Flat,1 BHK,2,Yes,0.0571,N/A,city,3752.7,3966.98,4193.5
10189,Pune,Mamurdi,565,4690,0.26,Flat,1 BHK,2,No,0.0571,N/A,city,4957.8,5240.89,5540.14
10190,Pune,Aundh,1295,11580,1.5,Flat,3 BHK,3,Yes,0.0571,N/A,city,12241.22,12940.19,13679.08
10191,Pune,Maan,491,9370,0.46,Flat,1 BHK,2,No,0.0571,N/A,city,9905.03,10470.6,11068.48
10192,Pune,Hinjewadi Phase 3,600,6000,0.36,Flat,1 BHK,2,Yes,0.0571,N/A,city,6342.6,6704.76,7087.6
10193,Pune,Warje,921,8140,0.75,Flat,2 BHK,3,Yes,0.0571,N/A,city,8604.79,9096.13,9615.52
10194,Pune,Pimple Gurav,1100,6360,0.7,Flat,2 BHK,3,Yes,0.0571,N/A,city,6723.16,7107.05,7512.86
10195,Pune,Rahatani,700,6570,0.46,Flat,2 BHK,2,No,0.0571,N/A,city,6945.15,7341.71,7760.93
10196,Pune,Warje,602,6060,0.36,Flat,1 BHK,2,Yes,0.0571,N/A,city,6406.03,6771.81,7158.48
10197,Pune,Baner,1646,10330,1.7,Flat,3 BHK,3,Yes,0.0571,N/A,city,10919.84,11543.37,12202.49
10198,Pune,Pimple Saudagar,1333,7130,0.95,Flat,3 BHK,3,No,0.0571,N/A,city,7537.12,7967.49,8422.44
10199,Pune,Kolhewadi,618,3560,0.22,Flat,1 BHK,2,Yes,0.0571,N/A,city,3763.28,3978.16,4205.31
10200,Pune,Fursungi,765,8500,0.65,Flat,2 BHK,2,Yes,0.0571,0.0098,locality,8583.3,8667.42,8752.36
10201,Pune,Rahatani,622,5140,0.32,Flat,1 BHK,2,No,0.0571,N/A,city,5433.49,5743.75,6071.71
10202,Pune,Pashan,740,7570,0.56,Flat,2 BHK,2,Yes,0.0571,N/A,city,8002.25,8459.18,8942.19
10203,Pune,Kasba Peth,590,8470,0.5,Flat,2 BHK,2,No,0.0571,N/A,city,8953.64,9464.89,10005.33
10204,Pune,Bavdhan,1570,8340,1.31,Flat,3 BHK,3,No,0.0571,N/A,city,8816.21,9319.62,9851.77
10205,Pune,Bavdhan,2527,8310,2.1,Flat,4 BHK,4,Yes,0.0571,N/A,city,8784.5,9286.1,9816.33
10206,Pune,Chinchwad,750,6670,0.5,Flat,2 BHK,2,No,0.0571,N/A,city,7050.86,7453.46,7879.05
10207,Pune,Hinjewadi Phase 3,654,5810,0.38,Flat,1 BHK,2,Yes,0.0571,N/A,city,6141.75,6492.44,6863.16
