Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Jhala Tranquillity Phase 2,"3 BHK Flat for sale in Shewalewadi, Pune",₹85.0 L,"Shewalewadi, Pune",1320,6440,3,No
Aahan Chintamani Vandan,"2 BHK Flat for sale in Wagholi, Pune",₹34.99 L,"Wagholi, Pune",852,4110,3,Yes
"Munjaba Vasti, Dhanori,Pune","1 BHK Flat for sale in Dhanori, Pune",₹30.0 L,"Munjaba Vasti, Dhanori,Pune",623,4820,2,Yes
"Laxman Nagar, Thergaon,Pune","2 BHK Flat for sale in Thergaon, Pune",₹50.0 L,"Laxman Nagar, Thergaon,Pune",714,7000,2,No
Pride Platinum I And J,"3 BHK Flat for sale in Baner, Pune",₹1.5 Cr,"Baner, Pune",1704,8800,3,Yes
"Nandadeep Colony, Kalewadi,Pune","3 BHK Flat for sale in Kalewadi, Pune",₹1.0 Cr,"Nandadeep Colony, Kalewadi,Pune",1300,7690,3,No
RKH Blessings B And C Building,"2 BHK Villa for sale in Moshi, Pune",₹87.0 L,"MIDC, Moshi,Pune",1250,6960,3,Yes
Rio Vista,"2 BHK Flat for sale in Talegaon Dabhade, Pune",₹32.99 L,"Talegaon Dabhade, Pune",991,3330,3,Yes
Pushpa River Breeze,"1 BHK Flat for sale in Moshi, Pune",₹34.5 L,"Gaikwad Vasti, Moshi,Pune",590,5850,2,No
Dreams Aakruti,"1 BHK Flat for sale in Hadapsar, Pune",₹29.71 L,"Shiv Nagar, Hadapsar,Pune",550,5400,2,Yes
Alfa Comforts,"2 BHK Flat for sale in Kondhwa, Pune",₹48.0 L,"Meeta Nagar, Kondhwa,Pune",865,5550,3,Yes
Omkar,"2 BHK Flat for sale in Wadgaon Sheri, Pune",₹58.0 L,"Aga Nagar, Wadgaon Sheri,Pune",950,6110,3,Yes
Sughosh,"1 BHK Flat for sale in Dhanori, Pune",₹32.0 L,"Gokul Nagar, Dhanori,Pune",501,6390,2,No
"Tanaji Nagar, Ambegaon Pathar,Pune","1 BHK Flat for sale in Ambegaon Pathar, Pune",₹24.0 L,"Tanaji Nagar, Ambegaon Pathar,Pune",565,4250,2,Yes
"Dreams Aakruti Plot No 2,Vetal Nagar, Hadapsar,Pune","1 BHK Flat for sale in Hadapsar, Pune",₹30.0 L,"Dreams Aakruti Plot No 2,Vetal Nagar, Hadapsar,Pune",460,6520,2,Yes
Ashapuri The Sacred Basil,"2 BHK Flat for sale in Pirangut, Pune",₹38.0 L,"Pirangut, Pune",1000,3800,3,Yes
"Paras Rivera,Pimple Saudagar, Pune","1 BHK Flat for sale in Pimple Saudagar, Pune",₹58.0 L,"Paras Rivera,Pimple Saudagar, Pune",750,7730,2,Yes
Tripura Aangan,"1 BHK Flat for sale in Vadgaon Budruk, Pune",₹45.0 L,"Tukai Nagar, Vadgaon Budruk,Pune",620,7260,2,Yes
Sujay Windchime Homes Phase 3,"2 BHK Flat for sale in Somatane, Pune",₹42.0 L,"Somatane, Pune",1023,4110,3,No
VTP Solitaire Phase 1 A B,"2 BHK Flat for sale in Pashan, Pune",₹90.0 L,"Pashan, Pune",1030,8740,3,Yes
Ganesh Gods County,"2 BHK Flat for sale in Alandi, Pune",₹35.0 L,"Alandi, Pune",811,4320,3,No
Gyan GangaSociety,"1 BHK Flat for sale in Rahatani, Pune",₹39.0 L,"Nakhate Vasti, Rahatani,Pune",545,7160,2,Yes
"Kothrud stand,Dahanukar Colony, Kothrud,Pune","2 BHK Flat for sale in Kothrud, Pune",₹1.2 Cr,"Kothrud stand,Dahanukar Colony, Kothrud,Pune",850,14120,3,Yes
"Dehu, Pune","1 BHK Flat for sale in Dehu, Pune",₹25.0 L,"Dehu, Pune",570,4380,2,Yes
"Shivnagar Chirke Colony, Lohegaon,Pune","1 BHK Flat for sale in Lohegaon, Pune",₹25.0 L,"Shivnagar Chirke Colony, Lohegaon,Pune",560,4460,2,No
"Pune Cantonment, Pune","2 BHK Flat for sale in Pune Cantonment, Pune",₹95.0 L,"Pune Cantonment, Pune",915,10380,3,No
"VTP Urban Rise ,Pisoli, Pune","1.5 BHK Flat for sale in Pisoli, Pune",₹35.0 L,"VTP Urban Rise ,Pisoli, Pune",686,5100,2,Yes
Kundan Kundan Estates,"3 BHK Independent House for sale in Pimple Saudagar, Pune",₹1.4 Cr,"Kunj Colony, Pimple Saudagar,Pune",1283,10910,3,No
"Rutugandh Apartment,Dhayari Village, Dhayari,Pune","1 BHK Flat for sale in Dhayari, Pune",₹21.0 L,"Rutugandh Apartment,Dhayari Village, Dhayari,Pune",525,4000,2,Yes
Seagull,"2 BHK Flat for sale in Hadapsar, Pune",₹56.0 L,"Satav Nagar, Hadapsar,Pune",1000,5600,3,Yes
"Atlante ,Tathawade, Pune","2 BHK Flat for sale in Tathawade, Pune",₹65.0 L,"Atlante ,Tathawade, Pune",945,6880,3,No
"Vardhman Bhoomi,Nandadeep Colony, Kalewadi,Pune","2 BHK Flat for sale in Kalewadi, Pune",₹75.0 L,"Vardhman Bhoomi,Nandadeep Colony, Kalewadi,Pune",1000,7500,3,Yes
Yogesh Basil Park A And B Wing,"1 BHK Flat for sale in Bhosari, Pune",₹39.0 L,"Sai Vittal Nagar, Bhosari,Pune",610,6390,2,No
Amar Paradise,"2 BHK Flat for sale in Bopodi, Pune",₹95.0 L,"Bopodi, Pune",870,10920,3,No
"Vetal Nagar, Hadapsar,Pune","1 BHK Flat for sale in Hadapsar, Pune",₹25.0 L,"Vetal Nagar, Hadapsar,Pune",451,5540,2,No
Oxford Florida River Walk Phase 1,"3 BHK Flat for sale in Mundhwa, Pune",₹1.15 Cr,"Mundhwa, Pune",1100,10450,3,Yes
"Sector 32 A, Nigdi,Pune","2 BHK Flat for sale in Nigdi, Pune",₹50.0 L,"Sector 32 A, Nigdi,Pune",877,5700,3,No
"Samarth Nagar, New Sangvi,Pune","2 BHK Villa for sale in New Sangvi, Pune",₹95.0 L,"Samarth Nagar, New Sangvi,Pune",900,10550,3,No
"Charholi Budruk, Pune","1 BHK Flat for sale in Charholi Budruk, Pune",₹29.0 L,"Charholi Budruk, Pune",600,4830,2,No
Kunal Icon,"2 BHK Flat for sale in Pimple Saudagar, Pune",₹72.0 L,"Pimple Saudagar, Pune",1044,6900,3,No
Chintamani Complex,"1 BHK Flat for sale in Sadashiv Peth, Pune",₹70.0 L,"Sadashiv Peth, Pune",851,8220,3,Yes
" Vaishnav city,Uruli Devachi, Pune","1 BHK Flat for sale in Uruli Devachi, Pune",₹30.0 L," Vaishnav city,Uruli Devachi, Pune",650,4620,2,No
Siddhivinayak Vision Boulevard,"2 BHK Flat for sale in Pimple Saudagar, Pune",₹87.0 L,"Siddhivinayak Ginger, Pimple Saudagar,Pune",1032,8430,3,No
"Venkatesh lake life ,Jambhulwadi, Pune","2 BHK Flat for sale in Jambhulwadi, Pune",₹70.0 L,"Venkatesh lake life ,Jambhulwadi, Pune",975,7180,3,No
"Ivy Nia,Wagholi, Pune","2 BHK Flat for sale in Wagholi, Pune",₹48.0 L,"Ivy Nia,Wagholi, Pune",611,7860,2,Yes
Aryavedant Residency,"1 BHK Flat for sale in Kalewadi, Pune",₹40.0 L,"Nandadeep Colony, Kalewadi,Pune",607,6590,2,Yes
Malkani Bella Vista,"2 BHK Flat for sale in Viman Nagar, Pune",₹82.0 L,"Mhada Colony, Viman Nagar,Pune",1350,6070,3,Yes
Yashwin Encore,"2 BHK Flat for sale in Wakad, Pune",₹80.0 L,"Kemse Vasti, Wakad,Pune",1050,7620,3,No
Shubh Ganesh Spring Valley Phase I,"1 BHK Flat for sale in Bhosari, Pune",₹30.0 L,"Bhosari, Pune",640,4690,2,No
Mayfair Eleganza Phase 2,"2 BHK Flat for sale in Kondhwa, Pune",₹80.0 L,"Kondhwa, Pune",1300,6150,3,No
Rohit Apartment,"1 BHK Flat for sale in Kalewadi, Pune",₹38.0 L,"Nandadeep Colony, Kalewadi,Pune",630,6030,2,No
Swami Sparsh,"1 BHK Flat for sale in Dhayari, Pune",₹30.0 L,"Mahadev Nagar, Dhayari,Pune",625,4800,2,No
Treasure Park,"1 BHK Flat for sale in Pimple Gurav, Pune",₹46.0 L,"Kranti Nagar, Pimple Gurav,Pune",690,6670,2,No
Alcon Renaissant,"2 BHK Flat for sale in Kharadi, Pune",₹1.0 Cr,"Tulaja Bhawani Nagar, Kharadi,Pune",1150,8700,3,Yes
Rachana Bella Casa,"2 BHK Flat for sale in Sus, Pune",₹76.0 L,"Sus, Pune",1119,6790,3,Yes
"rykar,Dhayari Village, Dhayari,Pune","1 BHK Flat for sale in Dhayari, Pune",₹24.0 L,"rykar,Dhayari Village, Dhayari,Pune",564,4250,2,No
Sancheti Priyanka Residency,"1 BHK Flat for sale in Hadapsar, Pune",₹40.0 L,"Hadapsar Gaon, Hadapsar,Pune",900,4440,3,No
"Sai apartment kondhave dhavade ,Kondhawe-Dhawade, Pune","1 BHK Flat for sale in Kondhawe-Dhawade, Pune",₹28.0 L,"Sai apartment kondhave dhavade ,Kondhawe-Dhawade, Pune",553,5060,2,No
Runwal Euphoria,"2 BHK Flat for sale in Kondhwa, Pune",₹53.0 L,"Kondhwa, Pune",878,6040,3,Yes
Mantra Insignia Phase 3,"2 BHK Flat for sale in Mundhwa, Pune",₹54.0 L,"Jadhav Nagar, Mundhwa,Pune",690,7830,2,No
"Aditya Complex,Netaji Nagar, Pimple Gurav,Pune","1 BHK Flat for sale in Pimple Gurav, Pune",₹48.0 L,"Aditya Complex,Netaji Nagar, Pimple Gurav,Pune",612,7840,2,Yes
"SUN SOLITAIRE,Nilanjali Society, Kalyani Nagar,Pune","5 BHK Flat for sale in Kalyani Nagar, Pune",₹3.75 Cr,"SUN SOLITAIRE,Nilanjali Society, Kalyani Nagar,Pune",3200,11720,6,Yes
Jai Ganesh Varadhast,"2 BHK Flat for sale in Pimpri, Pune",₹56.0 L,"Morwadi, Pimpri,Pune",1085,5160,3,Yes
Runwal Seagull,"3 BHK Flat for sale in Hadapsar, Pune",₹79.0 L,"Satav Nagar, Hadapsar,Pune",1519,5200,3,No
Ramesh Hermes Heritage Phase 2,"1 BHK Flat for sale in Yerawada, Pune",₹58.0 L,"Shastrinagar, Yerawada,Pune",650,8920,2,No
Shriram Chandrama,"3 RK Flat for sale in Baner, Pune",₹1.8 Cr,"Baner, Pune",1300,13850,3,Yes
Ashtekar Silver Oak,"2 BHK Flat for sale in Katraj, Pune",₹77.0 L,"Vighnaharta Nagar, Katraj,Pune",1060,7260,3,Yes
Silver Park Ravet,"2 BHK Flat for sale in Ravet, Pune",₹60.0 L,"Shinde Vasti, Ravet,Pune",850,7060,3,Yes
"Pimpri Gaon, Pimpri,Pune","2 BHK Flat for sale in Pimpri, Pune",₹57.0 L,"Pimpri Gaon, Pimpri,Pune",830,6870,3,Yes
"Ketakiban,Parvati Industrial Estate, Parvati Darshan,Pune","1 BHK Flat for sale in Parvati Darshan, Pune",₹45.0 L,"Ketakiban,Parvati Industrial Estate, Parvati Darshan,Pune",530,8490,2,Yes
Kushal Indraprastha Complex,"2 BHK Flat for sale in Rasta Peth, Pune",₹90.0 L,"Rasta Peth, Pune",900,10000,3,No
Neco Gardens,"2 BHK Flat for sale in Viman Nagar, Pune",₹80.0 L,"Sakore Nagar, Viman Nagar,Pune",907,8820,3,Yes
Ayaan,"1 RK Flat for sale in Kharadi, Pune",₹45.0 L,"Rakshak Nagar, Kharadi,Pune",738,6100,2,Yes
Lodha Belmondo,"1 BHK Flat for sale in Kiwale, Pune",₹60.0 L,"Kotwal Nagar, Kiwale,Pune",600,10000,2,Yes
Laxmi Shantiban,"2 BHK Flat for sale in Shivane, Pune",₹70.0 L,"Dangat Vasti, Shivane,Pune",805,8700,3,No
"Chaitraban society anjani building ,Samarth Nagar, New Sangvi,Pune","1 BHK Flat for sale in New Sangvi, Pune",₹45.0 L,"Chaitraban society anjani building ,Samarth Nagar, New Sangvi,Pune",650,6920,2,No
SankalpSociety,"3 BHK Flat for sale in Undri, Pune",₹85.0 L,"Shree Siddhivinayak Meera, Undri,Pune",1388,6120,3,Yes
"Gajraj Apartment,Mohan Nagar, Dhankawadi,Pune","1 RK Flat for sale in Dhankawadi, Pune",₹20.0 L,"Gajraj Apartment,Mohan Nagar, Dhankawadi,Pune",400,5000,2,No
"Venkatesh pisoli,Pisoli, Pune","1 BHK Flat for sale in Pisoli, Pune",₹30.0 L,"Venkatesh pisoli,Pisoli, Pune",620,4840,2,Yes
Gangadham Phase 2,"1 BHK Flat for sale in Ganga Dham, Pune",₹58.0 L,"Gangadham Phase II, Ganga Dham,Pune",660,8790,2,No
"Waghere Rajveer Imperia,Pimpri, Pune","2 BHK Flat for sale in Pimpri, Pune",₹75.0 L,"Waghere Rajveer Imperia,Pimpri, Pune",1052,7130,3,Yes
Gagan Garima Apartment,"2 BHK Flat for sale in Bopodi, Pune",₹90.0 L,"Bopodi, Pune",909,9900,3,No
Tara Kunj,"1 RK Flat for sale in Shivaji Nagar, Pune",₹27.5 L,"Wakadewadi, Shivaji Nagar,Pune",305,9020,1,No
"Adeshwar apartment,Nana Peth, Bhawani Peth,Pune","3 BHK Flat for sale in Bhawani Peth, Pune",₹1.01 Cr,"Adeshwar apartment,Nana Peth, Bhawani Peth,Pune",1400,7210,3,No
Saarrthi Sovereign,"1 BHK Flat for sale in Hinjewadi, Pune",₹38.0 L,"Hinjewadi Phase 2, Hinjewadi,Pune",757,5020,2,No
Kundan Kushal Nagar,"2 BHK Flat for sale in Khadki, Pune",₹60.0 L,"Khadki, Pune",1100,5450,3,No
"Kharalwadi, Pimpri,Pune","2 BHK Flat for sale in Pimpri, Pune",₹55.0 L,"Kharalwadi, Pimpri,Pune",850,6470,3,No
Trimurti Sukhswapna,"1 BHK Flat for sale in Kirkatwadi, Pune",₹30.0 L,"Bhairavnath Nagar, Kirkatwadi,Pune",670,4480,2,No
Orange Royal Orange County,"2 BHK Flat for sale in Rahatani, Pune",₹86.0 L,"Shivraj Nagar, Rahatani,Pune",990,8690,3,Yes
"Kondhwa, Pune","3.5 BHK Independent House for sale in Kondhwa, Pune",₹2.8 Cr,"Kondhwa, Pune",2500,11200,4,Yes
"Harinarayan smruti Co Op Society,Perugate, Sadashiv Peth,Pune","2 BHK Flat for sale in Sadashiv Peth, Pune",₹70.0 L,"Harinarayan smruti Co Op Society,Perugate, Sadashiv Peth,Pune",800,8750,2,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune","2 BHK Flat for sale in Pimpri, Pune",₹1.1 Cr,"Hindustan Antibiotics Colony, Pimpri,Pune",2018,5450,4,Yes
"Nakhate Vasti, Rahatani,Pune","6 BHK Independent House for sale in Rahatani, Pune",₹5.0 Cr,"Nakhate Vasti, Rahatani,Pune",3600,13890,6,Yes
"Shree Krishna Nagari ,Kondhawe-Dhawade, Pune","1 BHK Flat for sale in Kondhawe-Dhawade, Pune",₹25.0 L,"Shree Krishna Nagari ,Kondhawe-Dhawade, Pune",515,4850,2,Yes
" Shiv Malhar,Shani Nagar, Ambegaon Budruk,Pune","1 RK Flat for sale in Ambegaon Budruk, Pune",₹12.0 L," Shiv Malhar,Shani Nagar, Ambegaon Budruk,Pune",200,6000,1,No
Konark Karia Niwas,"1 BHK Flat for sale in Sangamvadi, Pune",₹48.0 L,"Sangamvadi, Pune",600,8000,2,Yes
"Dhanori, Pune","4 BHK Independent House for sale in Dhanori, Pune",₹1.4 Cr,"Dhanori, Pune",2700,5180,4,Yes
Anand Green Crest,"3 BHK Flat for sale in Fursungi, Pune",₹54.0 L,"Suresh Nagar, Fursungi,Pune",1200,4500,3,No
Gagan Vihar,"1 BHK Flat for sale in Ganga Dham, Pune",₹63.0 L,"Gangadham Phase II, Ganga Dham,Pune",600,10500,2,Yes
ARV Ganga Kingston,"2 BHK Flat for sale in Ganga Dham, Pune",₹70.0 L,"Gangadham Phase II, Ganga Dham,Pune",1240,5640,3,No
Omkara Residency,"1 BHK Flat for sale in Dapodi, Pune",₹40.0 L,"Ganesh Nagar, Dapodi,Pune",632,6330,2,No
Shri Krishna,"1 BHK Flat for sale in Uttam Nagar, Pune",₹25.0 L,"Uttam Nagar, Pune",515,4850,2,Yes
Pudumjee Paradise,"1 BHK Flat for sale in Bhawani Peth, Pune",₹53.0 L,"Bhawani Peth, Pune",595,8910,2,No
"Dangat Vasti, Shivane,Pune","1 BHK Flat for sale in Shivane, Pune",₹26.0 L,"Dangat Vasti, Shivane,Pune",580,4480,2,Yes
"Mangalwar Peth, Kasba Peth,Pune","2 BHK Flat for sale in Kasba Peth, Pune",₹75.0 L,"Mangalwar Peth, Kasba Peth,Pune",800,9380,6,Yes
"Royal Palace,Ganesh Peth, Pune","2 BHK Flat for sale in Ganesh Peth, Pune",₹52.0 L,"Royal Palace,Ganesh Peth, Pune",1000,5200,3,Yes
"Royal Palace,Ganesh Peth, Pune","2 BHK Flat for sale in Ganesh Peth, Pune",₹52.0 L,"Royal Palace,Ganesh Peth, Pune",1000,5200,3,No
"Royal Palace,Ganesh Peth, Pune","2 BHK Flat for sale in Ganesh Peth, Pune",₹52.0 L,"Royal Palace,Ganesh Peth, Pune",1000,5200,3,No
" Omkar Apartments phase 2,Tanaji Nagar, Ambegaon Pathar,Pune","2 BHK Flat for sale in Ambegaon Pathar, Pune",₹35.0 L," Omkar Apartments phase 2,Tanaji Nagar, Ambegaon Pathar,Pune",741,4720,2,Yes
"Sterling House,Pune Cantonment, Pune","2 BHK Flat for sale in Pune Cantonment, Pune",₹60.0 L,"Sterling House,Pune Cantonment, Pune",1080,5550,3,No
Sai Sharddha Garden,"1 BHK Flat for sale in Kalewadi, Pune",₹45.0 L,"Kalewadi, Pune",715,6290,2,No
"Dobarwadi, Ghorpadi,Pune","4 BHK Independent House for sale in Ghorpadi, Pune",₹3.0 Cr,"Dobarwadi, Ghorpadi,Pune",2800,10710,4,Yes
"Vishnupriya Apartment,Mangalwar Peth, Kasba Peth,Pune","2 BHK Flat for sale in Kasba Peth, Pune",₹82.0 L,"Vishnupriya Apartment,Mangalwar Peth, Kasba Peth,Pune",1500,5470,3,No
"Bapuji Salunkhe Vihar,Minakshi Puram, Vadgaon Budruk,Pune","1 BHK Flat for sale in Vadgaon Budruk, Pune",₹25.0 L,"Bapuji Salunkhe Vihar,Minakshi Puram, Vadgaon Budruk,Pune",520,4810,2,Yes
"Mahalunge Ingale, Pune","2 BHK Flat for sale in Mahalunge Ingale, Pune",₹31.0 L,"Mahalunge Ingale, Pune",858,3610,3,No
"Samarth Nagar, New Sangvi,Pune","2 BHK Flat for sale in New Sangvi, Pune",₹70.0 L,"Samarth Nagar, New Sangvi,Pune",750,9330,2,No
"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune","3 BHK Flat for sale in Shukrawar Peth, Pune",₹1.47 Cr,"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune",1787,8230,3,Yes
"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune","3 BHK Flat for sale in Shukrawar Peth, Pune",₹1.47 Cr,"Shree Apartments,Subhash Nagar, Shukrawar Peth,Pune",1787,8230,3,Yes
"Camp, Pune","1 BHK Flat for sale in Camp, Pune",₹48.0 L,"Camp, Pune",590,8130,2,No
Tanvi Residency,"1 BHK Flat for sale in Aundh, Pune",₹38.0 L,"Aundh Gaon, Aundh,Pune",560,6790,2,No
Sai Proviso Leisure Town Phase 1,"1 BHK Flat for sale in Hadapsar, Pune",₹49.0 L,"Malwadi, Hadapsar,Pune",645,7600,2,No
 Sai Santosh Paradise,"2 BHK Flat for sale in Kalewadi, Pune",₹50.0 L,"Kalewadi, Pune",840,5950,3,Yes
 Sai Santosh Paradise,"2 BHK Flat for sale in Kalewadi, Pune",₹50.0 L,"Nandadeep Colony, Kalewadi,Pune",840,5950,3,Yes
Neeta Apartment ,"1 RK Flat for sale in Khadki, Pune",₹27.0 L,"Khadki Bazar, Khadki,Pune",470,5740,2,No
"Aapla Ghar Kirkatwadi,Kirkatwadi, Pune","2 BHK Flat for sale in Kirkatwadi, Pune",₹40.0 L,"Aapla Ghar Kirkatwadi,Kirkatwadi, Pune",685,5840,2,No
Chandan Homes,"1 BHK Flat for sale in Tingre Nagar, Pune",₹32.0 L,"Tingre Nagar, Pune",720,4440,2,Yes
Excellaa Chesterfield Wing A And Wing B,"2 BHK Flat for sale in Dhanori, Pune",₹53.0 L,"Madhav Nagar, Dhanori,Pune",960,5520,3,No
"Audumbar Srushti,Tanaji Nagar, Ambegaon Pathar,Pune","2 BHK Flat for sale in Ambegaon Pathar, Pune",₹48.0 L,"Audumbar Srushti,Tanaji Nagar, Ambegaon Pathar,Pune",925,5190,3,Yes
"Mukund Nagar, Pune","1 BHK Flat for sale in Mukund Nagar, Pune",₹68.0 L,"Mukund Nagar, Pune",1500,4530,3,No
Vision Ace,"1 RK Flat for sale in Tathawade, Pune",₹45.0 L,"Tathawade, Pune",438,10270,2,Yes
"Samarth Nagar, New Sangvi,Pune","1 BHK Flat for sale in New Sangvi, Pune",₹35.0 L,"Samarth Nagar, New Sangvi,Pune",571,6130,2,Yes
"JB Villa ,Rakshak Society, Pimple Nilakh,Pune","2 BHK Flat for sale in Pimple Nilakh, Pune",₹55.0 L,"JB Villa ,Rakshak Society, Pimple Nilakh,Pune",936,5880,3,No
Kubera Park,"2 BHK Flat for sale in Lulla Nagar, Pune",₹65.0 L,"Lulla Nagar, Pune",825,7880,3,Yes
"Enerrgia SKY I Manas LAKE society ,Bhukum, Pune","2 BHK Flat for sale in Bhukum, Pune",₹80.0 L,"Enerrgia SKY I Manas LAKE society ,Bhukum, Pune",1010,7920,3,Yes
"Kalas, Pune","3 BHK Independent House for sale in Kalas, Pune",₹1.25 Cr,"Kalas, Pune",1200,10420,3,Yes
"Aditya Nakoda Enclave 2,Sarita Vihar Phase 2, Dattavadi,Pune","1 BHK Flat for sale in Dattavadi, Pune",₹62.5 L,"Aditya Nakoda Enclave 2,Sarita Vihar Phase 2, Dattavadi,Pune",635,9840,2,Yes
"Guru Kripa,Bhimjyot Nagar, Bopodi,Pune","3 BHK Flat for sale in Bopodi, Pune",₹1.9 Cr,"Guru Kripa,Bhimjyot Nagar, Bopodi,Pune",1550,12260,3,Yes
"Shree Swami Angan,Narhe, Pune","3 BHK Flat for sale in Narhe, Pune",₹68.0 L,"Shree Swami Angan,Narhe, Pune",1000,6800,3,No
"Sarita Sangam,Shastri Nagar, Kasarwadi,Pune","1 BHK Flat for sale in Kasarwadi, Pune",₹40.0 L,"Sarita Sangam,Shastri Nagar, Kasarwadi,Pune",700,5710,2,Yes
Balaji Heights,"1 BHK Flat for sale in Ambegaon Pathar, Pune",₹40.0 L,"Tanaji Nagar, Ambegaon Pathar,Pune",550,7270,2,Yes
Lunkad Sky Belvedere,"4 BHK Flat for sale in Sanjay Park, Pune",₹6.0 Cr,"Mhada Colony, Sanjay Park,Pune",4216,14230,5,Yes
"Salunkhe Vihar, Kondhwa,Pune","3 BHK Independent House for sale in Kondhwa, Pune",₹2.75 Cr,"Salunkhe Vihar, Kondhwa,Pune",4500,6110,5,Yes
 Akshay Vihar,"1 BHK Flat for sale in Uttam Nagar, Pune",₹33.0 L,"Uttam Nagar, Pune",550,6000,2,Yes
"Devanshi Apartments,Nandadeep Colony, Kalewadi,Pune","2 BHK Flat for sale in Kalewadi, Pune",₹40.0 L,"Devanshi Apartments,Nandadeep Colony, Kalewadi,Pune",1120,3570,3,Yes
Swapnapurti,"1 RK Flat for sale in Dhayari, Pune",₹13.0 L,"Sitaee Nagar, Dhayari,Pune",355,3660,1,Yes
"Shree Vaishnav Classic,Rakshak Society, Pimple Nilakh,Pune","1 BHK Flat for sale in Pimple Nilakh, Pune",₹45.0 L,"Shree Vaishnav Classic,Rakshak Society, Pimple Nilakh,Pune",610,7380,2,Yes
"Manik Baug, Anand Nagar,Pune","2 BHK Independent House for sale in Anand Nagar, Pune",₹1.07 Cr,"Manik Baug, Anand Nagar,Pune",1429,7500,3,No
"Rk imperial,Datta Nager, Ambegaon Budruk,Pune","3 BHK Independent House for sale in Ambegaon Budruk, Pune",₹1.2 Cr,"Rk imperial,Datta Nager, Ambegaon Budruk,Pune",1230,9760,3,Yes
"Jayant Heights,Mangalwar Peth, Kasba Peth,Pune","1 BHK Flat for sale in Kasba Peth, Pune",₹65.0 L,"Jayant Heights,Mangalwar Peth, Kasba Peth,Pune",600,10830,2,Yes
 Shan Apartment,"1 BHK Flat for sale in Somwar Peth, Pune",₹46.0 L,"Somwar Peth, Pune",600,7670,2,Yes
"Ujwal Nisarg Society,Bhairavnath Nagar, Kirkatwadi,Pune","1 BHK Flat for sale in Kirkatwadi, Pune",₹25.0 L,"Ujwal Nisarg Society,Bhairavnath Nagar, Kirkatwadi,Pune",508,4920,2,No
"Central Water And Power Research Station Colony, Khadakwasla,Pune","1 BHK Flat for sale in Khadakwasla, Pune",₹27.0 L,"Central Water And Power Research Station Colony, Khadakwasla,Pune",603,4480,2,Yes
"Madhuban Society,Kolhewadi, Pune","1 BHK Flat for sale in Kolhewadi, Pune",₹39.0 L,"Madhuban Society,Kolhewadi, Pune",665,5860,2,No
"Hermes Paras VI CHS Ltd,Nilanjali Society, Kalyani Nagar,Pune","1 BHK Flat for sale in Kalyani Nagar, Pune",₹85.0 L,"Hermes Paras VI CHS Ltd,Nilanjali Society, Kalyani Nagar,Pune",570,14910,2,No
"Nyati County, Mohammed Wadi,Pune","4 BHK Independent House for sale in Mohammed Wadi, Pune",₹2.25 Cr,"Nyati County, Mohammed Wadi,Pune",3200,7030,6,Yes
Maharashtra Co-Operative Housing Society,"2 BHK Flat for sale in Parvati Darshan, Pune",₹85.0 L,"Laxmi Nagar, Parvati Darshan,Pune",841,10110,3,No
"Tirth maya aangan ,Rasta Peth, Pune","2 BHK Flat for sale in Rasta Peth, Pune",₹1.2 Cr,"Tirth maya aangan ,Rasta Peth, Pune",800,15000,3,No
Madhuban,"1 BHK Flat for sale in Kolhewadi, Pune",₹29.0 L,"Kolhewadi, Pune",420,6900,2,Yes
"Sus, Pune","3 BHK Independent House for sale in Sus, Pune",₹2.4 Cr,"Sus, Pune",1700,14120,3,Yes
Kumar Galaxy,"1 BHK Flat for sale in Kashewadi, Pune",₹51.0 L,"Harka Nagar, Kashewadi,Pune",580,8790,2,Yes
Varad Jayant Heights,"1 BHK Flat for sale in Kasba Peth, Pune",₹69.0 L,"Mangalwar Peth, Kasba Peth,Pune",600,11500,2,Yes
"Chintamani Complex Apartments,Shaniwar Peth, Pune","2 BHK Flat for sale in Shaniwar Peth, Pune",₹1.5 Cr,"Chintamani Complex Apartments,Shaniwar Peth, Pune",880,17050,3,Yes
"Zambre Heritage,Padmavati Nagar, Yashwantrao Chavan Nagar,Pune","1 BHK Flat for sale in Yashwantrao Chavan Nagar, Pune",₹50.0 L,"Zambre Heritage,Padmavati Nagar, Yashwantrao Chavan Nagar,Pune",700,7140,2,No
"Erande Nayan ,Chandan Nagar, Pune","3 BHK Flat for sale in Chandan Nagar, Pune",₹1.2 Cr,"Erande Nayan ,Chandan Nagar, Pune",1800,6670,3,Yes
Evolet Tiara,"2 BHK Flat for sale in Kasba Peth, Pune",₹1.0 Cr,"Mangalwar Peth, Kasba Peth,Pune",1164,8590,3,No
Happy Complex Society,"1 RK Flat for sale in Kirkatwadi, Pune",₹11.5 L,"Kirkatwadi, Pune",340,3380,1,No
"Pashan, Pune","4 BHK Independent House for sale in Pashan, Pune",₹3.8 Cr,"Pashan, Pune",2500,15200,4,Yes
 Aditya Palace,"1 BHK Flat for sale in Pune Cantonment, Pune",₹45.0 L,"Pune Cantonment, Pune",500,9000,2,No
